"country","countryiso3","estimate_control_of_corru.364_2013","estimate_control_of_corru.364_2014","estimate_control_of_corru.364_2015","estimate_control_of_corru.364_2016","estimate_control_of_corru.364_2017","estimate_control_of_corru.364_2018","stderr_control_of_corrupt.366_2013","stderr_control_of_corrupt.366_2014","stderr_control_of_corrupt.366_2015","stderr_control_of_corrupt.366_2016","stderr_control_of_corrupt.366_2017","stderr_control_of_corrupt.366_2018","rank_control_of_corruptio.367_2013","rank_control_of_corruptio.367_2014","rank_control_of_corruptio.367_2015","rank_control_of_corruptio.367_2016","rank_control_of_corruptio.367_2017","rank_control_of_corruptio.367_2018","lower_control_of_corrupti.368_2013","lower_control_of_corrupti.368_2014","lower_control_of_corrupti.368_2015","lower_control_of_corrupti.368_2016","lower_control_of_corrupti.368_2017","lower_control_of_corrupti.368_2018","upper_control_of_corrupti.369_2013","upper_control_of_corrupti.369_2014","upper_control_of_corrupti.369_2015","upper_control_of_corrupti.369_2016","upper_control_of_corrupti.369_2017","upper_control_of_corrupti.369_2018","estimate_rule_of_law.370_2013","estimate_rule_of_law.370_2014","estimate_rule_of_law.370_2015","estimate_rule_of_law.370_2016","estimate_rule_of_law.370_2017","estimate_rule_of_law.370_2018","stderr_rule_of_law.372_2013","stderr_rule_of_law.372_2014","stderr_rule_of_law.372_2015","stderr_rule_of_law.372_2016","stderr_rule_of_law.372_2017","stderr_rule_of_law.372_2018","rank_rule_of_law.373_2013","rank_rule_of_law.373_2014","rank_rule_of_law.373_2015","rank_rule_of_law.373_2016","rank_rule_of_law.373_2017","rank_rule_of_law.373_2018","lower_rule_of_law.374_2013","lower_rule_of_law.374_2014","lower_rule_of_law.374_2015","lower_rule_of_law.374_2016","lower_rule_of_law.374_2017","lower_rule_of_law.374_2018","upper_rule_of_law.375_2013","upper_rule_of_law.375_2014","upper_rule_of_law.375_2015","upper_rule_of_law.375_2016","upper_rule_of_law.375_2017","upper_rule_of_law.375_2018","estimate_political_stabil.376_2013","estimate_political_stabil.376_2014","estimate_political_stabil.376_2015","estimate_political_stabil.376_2016","estimate_political_stabil.376_2017","estimate_political_stabil.376_2018","stderr_political_stabilit.378_2013","stderr_political_stabilit.378_2014","stderr_political_stabilit.378_2015","stderr_political_stabilit.378_2016","stderr_political_stabilit.378_2017","stderr_political_stabilit.378_2018","rank_political_stability_.379_2013","rank_political_stability_.379_2014","rank_political_stability_.379_2015","rank_political_stability_.379_2016","rank_political_stability_.379_2017","rank_political_stability_.379_2018","lower_political_stability.380_2013","lower_political_stability.380_2014","lower_political_stability.380_2015","lower_political_stability.380_2016","lower_political_stability.380_2017","lower_political_stability.380_2018","upper_political_stability.381_2013","upper_political_stability.381_2014","upper_political_stability.381_2015","upper_political_stability.381_2016","upper_political_stability.381_2017","upper_political_stability.381_2018","estimate_voice_and_accoun.382_2013","estimate_voice_and_accoun.382_2014","estimate_voice_and_accoun.382_2015","estimate_voice_and_accoun.382_2016","estimate_voice_and_accoun.382_2017","estimate_voice_and_accoun.382_2018","stderr_voice_and_accounta.384_2013","stderr_voice_and_accounta.384_2014","stderr_voice_and_accounta.384_2015","stderr_voice_and_accounta.384_2016","stderr_voice_and_accounta.384_2017","stderr_voice_and_accounta.384_2018","rank_voice_and_accountabi.385_2013","rank_voice_and_accountabi.385_2014","rank_voice_and_accountabi.385_2015","rank_voice_and_accountabi.385_2016","rank_voice_and_accountabi.385_2017","rank_voice_and_accountabi.385_2018","lower_voice_and_accountab.386_2013","lower_voice_and_accountab.386_2014","lower_voice_and_accountab.386_2015","lower_voice_and_accountab.386_2016","lower_voice_and_accountab.386_2017","lower_voice_and_accountab.386_2018","upper_voice_and_accountab.387_2013","upper_voice_and_accountab.387_2014","upper_voice_and_accountab.387_2015","upper_voice_and_accountab.387_2016","upper_voice_and_accountab.387_2017","upper_voice_and_accountab.387_2018","estimate_government_effec.388_2013","estimate_government_effec.388_2014","estimate_government_effec.388_2015","estimate_government_effec.388_2016","estimate_government_effec.388_2017","estimate_government_effec.388_2018","stderr_government_effecti.390_2013","stderr_government_effecti.390_2014","stderr_government_effecti.390_2015","stderr_government_effecti.390_2016","stderr_government_effecti.390_2017","stderr_government_effecti.390_2018","rank_government_effective.391_2013","rank_government_effective.391_2014","rank_government_effective.391_2015","rank_government_effective.391_2016","rank_government_effective.391_2017","rank_government_effective.391_2018","lower_government_effectiv.392_2013","lower_government_effectiv.392_2014","lower_government_effectiv.392_2015","lower_government_effectiv.392_2016","lower_government_effectiv.392_2017","lower_government_effectiv.392_2018","upper_government_effectiv.393_2013","upper_government_effectiv.393_2014","upper_government_effectiv.393_2015","upper_government_effectiv.393_2016","upper_government_effectiv.393_2017","upper_government_effectiv.393_2018","estimate_regulatory_quali.394_2013","estimate_regulatory_quali.394_2014","estimate_regulatory_quali.394_2015","estimate_regulatory_quali.394_2016","estimate_regulatory_quali.394_2017","estimate_regulatory_quali.394_2018","stderr_regulatory_quality.396_2013","stderr_regulatory_quality.396_2014","stderr_regulatory_quality.396_2015","stderr_regulatory_quality.396_2016","stderr_regulatory_quality.396_2017","stderr_regulatory_quality.396_2018","rank_regulatory_quality.397_2013","rank_regulatory_quality.397_2014","rank_regulatory_quality.397_2015","rank_regulatory_quality.397_2016","rank_regulatory_quality.397_2017","rank_regulatory_quality.397_2018","lower_regulatory_quality.398_2013","lower_regulatory_quality.398_2014","lower_regulatory_quality.398_2015","lower_regulatory_quality.398_2016","lower_regulatory_quality.398_2017","lower_regulatory_quality.398_2018","upper_regulatory_quality.399_2013","upper_regulatory_quality.399_2014","upper_regulatory_quality.399_2015","upper_regulatory_quality.399_2016","upper_regulatory_quality.399_2017","upper_regulatory_quality.399_2018"
"Malta","MLT",0.9835,0.8517444,0.9003745,0.7212449,0.7396526,0.5799018,0.1891173,0.1776179,0.1782903,0.1889744,0.1629546,0.1765664,81.04266,77.88461,78.84615,75.48077,76.92308,71.63461,73.45972,70.67308,69.71154,66.34615,66.82692,63.46154,87.20379,82.69231,84.13461,81.25,81.73077,80.28846,1.333084,1.19364,1.135586,0.9977589,1.14362,1.053974,0.1694577,0.1856781,0.1833441,0.2045141,0.1886997,0.1783303,87.32394,86.05769,83.17308,81.25,85.09615,82.21154,83.56808,78.36539,77.40385,75,77.40385,75.96154,91.54929,88.46154,88.46154,87.5,89.42308,87.01923,1.042758,1.125497,1.063939,1.080441,1.24914,1.294193,0.2315082,0.2001131,0.2068148,0.2126011,0.2212373,0.2209855,83.88625,90.47619,88.57143,90.47619,93.80952,93.80952,66.82465,73.33334,69.04762,71.42857,78.57143,81.90476,98.10426,98.09524,97.61905,98.09524,98.57143,99.52381,1.156572,1.184266,1.202808,1.196308,1.169982,1.123317,0.1458853,0.1639751,0.1620186,0.1595509,0.1615414,0.1654177,87.79343,89.16256,89.16256,88.66995,87.19212,83.74384,74.17841,73.39902,74.87685,75.36946,75.36946,74.87685,92.95775,96.05911,96.05911,96.05911,95.56651,93.59606,1.257873,1.028362,0.8504284,0.9557845,1.004372,0.968796,0.2254516,0.2438242,0.2433534,0.2321488,0.2349255,0.2384822,86.25592,81.25,75.48077,77.40385,80.76923,78.84615,75.82938,72.59615,69.23077,73.07692,73.55769,73.07692,93.83886,88.94231,86.05769,88.46154,89.90385,87.98077,1.298451,1.083089,1.168855,1.156792,1.28226,1.336778,0.2592449,0.263995,0.2542934,0.2702333,0.2590398,0.2642237,88.15166,82.21154,84.61539,85.09615,87.98077,88.46154,77.25118,72.59615,73.55769,75.48077,77.88461,78.84615,94.78673,91.82692,91.82692,92.30769,93.75,96.15385
"Myanmar","MMR",-1.000095,-0.882174,-0.8361852,-0.621139,-0.5652628,-0.588294,0.1412885,0.1371349,0.138186,0.1447109,0.1331651,0.1370455,16.11374,20.19231,20.67308,32.21154,32.21154,30.28846,9.00474,12.5,12.98077,18.26923,22.11539,22.59615,22.74882,29.80769,31.25,42.30769,44.23077,42.30769,-1.233818,-1.185659,-1.236539,-0.8869774,-0.945455,-1.032579,0.1382986,0.1494797,0.1494522,0.1710426,0.1608401,0.1555997,9.859155,8.173077,7.692307,17.78846,16.82692,15.38461,3.286385,4.807693,3.846154,9.615385,9.134615,7.211538,15.02347,16.34615,13.94231,30.76923,26.92308,21.63461,-1.140372,-1.087581,-1.165067,-0.8046199,-1.084678,-1.309011,0.2280198,0.1963862,0.2029834,0.2111211,0.2190167,0.2195558,14.21801,11.42857,10.47619,18.09524,13.33333,10.47619,7.582938,8.095238,8.095238,10.95238,8.571428,6.666667,21.32701,20.95238,20,28.09524,20,14.7619,-1.461627,-1.343992,-1.218982,-0.7977831,-0.8656179,-0.8873216,0.1106954,0.1278729,0.1301282,0.1260708,0.1264685,0.1300479,7.981221,9.852217,14.28571,24.13793,23.64532,23.64532,4.225352,5.91133,8.866995,22.16749,18.71921,18.2266,12.67606,16.25616,21.18227,30.04926,28.57143,28.07882,-1.497102,-1.27935,-1.238595,-0.9762803,-1.052141,-1.068652,0.1959208,0.2007356,0.2039497,0.206852,0.2115927,0.2218589,4.265403,9.134615,10.09615,16.34615,13.46154,12.5,0.4739336,2.884615,5.288462,7.692307,7.211538,7.692307,11.37441,16.34615,18.26923,28.84615,23.07692,22.59615,-1.494474,-1.380308,-1.222467,-0.8683162,-0.8317073,-0.7531742,0.1806973,0.1839047,0.1772616,0.1883801,0.1813992,0.1845587,5.21327,6.25,8.653846,18.75,19.23077,22.59615,2.369668,3.846154,4.326923,9.615385,11.05769,12.01923,10.42654,12.01923,16.34615,29.32692,31.73077,34.61538
"Montenegro","MNE",-0.2512437,-0.0591936,-0.1318108,-0.0992209,-0.0877144,0.0227987,0.1651326,0.1727881,0.163781,0.1673374,0.1604397,0.1581797,49.76303,55.28846,53.84615,54.32692,54.80769,58.17308,36.49289,44.71154,42.30769,42.78846,44.23077,46.15385,59.24171,62.01923,60.57692,62.01923,60.57692,63.46154,0.0454805,0.0817182,0.0517719,-0.0056814,0.012966,0.0987423,0.1380464,0.1457107,0.1468612,0.1744978,0.1608106,0.1529191,54.92958,61.53846,58.65385,53.84615,53.84615,57.69231,49.29578,50.48077,49.03846,43.26923,44.71154,48.07692,60.09389,65.86539,64.90385,60.57692,61.05769,64.42308,0.5045955,0.2194553,0.1407977,0.2766306,-0.0577707,0.1080209,0.2524667,0.2123994,0.2215961,0.2259923,0.2357102,0.2347493,64.45498,54.76191,52.38095,55.71429,42.85714,50.95238,48.81517,40.95238,38.57143,43.33333,29.52381,35.71429,75.35545,64.28571,60.95238,66.66666,58.57143,62.85714,0.1782898,0.1603003,0.1440247,0.0759906,0.123707,0.0801339,0.1348857,0.1447499,0.1438168,0.1367924,0.1391406,0.144128,56.33803,53.20197,50.73891,49.26109,50.2463,50.2463,46.94836,45.81281,43.34975,41.37931,42.36453,38.91626,59.15493,59.60591,58.62069,55.66502,57.63547,58.12808,0.1600679,0.2651901,0.1556193,0.1314083,0.1750546,0.1311615,0.2266838,0.2459578,0.2310321,0.2221,0.2238406,0.2318387,60.18958,63.46154,59.61538,58.17308,59.61538,58.17308,46.91943,47.59615,45.67308,43.75,45.19231,43.75,69.19431,72.59615,72.59615,69.71154,70.19231,71.15385,0.0655326,0.1265586,0.2267932,0.2244326,0.2986895,0.3625335,0.1908838,0.1992951,0.1882917,0.1941169,0.2046925,0.2075045,54.02843,55.28846,60.09615,62.5,64.90385,65.86539,45.0237,46.63462,50.48077,51.92308,54.32692,56.25,63.50711,66.82692,69.71154,70.19231,72.59615,75
"Mongolia","MNG",-0.479228,-0.4737923,-0.4916258,-0.487203,-0.4517064,-0.4277897,0.1381205,0.136322,0.129605,0.1332102,0.1234185,0.1271622,38.38863,37.01923,37.5,36.53846,41.82692,39.90385,26.54029,27.40385,26.44231,26.92308,28.36539,28.36539,48.81517,50,48.07692,47.59615,48.07692,46.63462,-0.371379,-0.3447398,-0.3797925,-0.220197,-0.3030425,-0.2664937,0.1406171,0.1515568,0.1420849,0.1569809,0.1490318,0.1444437,43.66197,42.30769,41.82692,45.67308,41.82692,44.71154,33.80282,32.21154,30.76923,34.13462,32.21154,32.69231,51.17371,52.88462,51.44231,55.28846,51.44231,52.88462,0.4913208,0.7919012,0.7163844,0.7977929,0.7888047,0.7887995,0.2280198,0.1963862,0.1981644,0.2049565,0.211684,0.211271,63.50711,73.33334,69.04762,73.33334,73.33334,74.28571,50.7109,60.47619,59.04762,61.90476,62.38095,61.42857,73.45972,89.04762,87.14286,90.95238,89.52381,89.04762,0.1089555,0.2414446,0.2702581,0.3319277,0.29182,0.2625469,0.119753,0.1281651,0.1297069,0.1254784,0.1259087,0.1296873,53.52113,56.65025,56.15763,56.65025,56.15763,57.14286,44.60094,49.7537,49.26109,49.7537,48.76847,48.76847,57.277,61.08374,63.05419,65.02463,63.05419,62.56158,-0.5484818,-0.4355009,-0.4187603,-0.0980151,-0.264702,-0.2333477,0.193286,0.2122288,0.1945085,0.1877871,0.1901586,0.1954748,34.59716,37.01923,39.42308,50.48077,42.30769,45.67308,21.32701,21.63461,23.07692,37.98077,31.73077,33.17308,46.4455,49.51923,49.03846,61.53846,54.80769,55.28846,-0.3235871,-0.2714638,-0.3505109,-0.0763125,-0.1171504,-0.0298508,0.1607531,0.1774377,0.1623976,0.1683417,0.17241,0.1753177,41.70616,44.71154,41.82692,52.40385,50.96154,54.80769,30.80569,31.25,28.84615,40.38462,36.05769,39.42308,52.1327,54.32692,50.48077,61.53846,60.57692,62.01923
"Mozambique","MOZ",-0.6035165,-0.6722683,-0.7488589,-0.8750069,-0.8348412,-0.7813797,0.1472768,0.1446175,0.1458559,0.1501498,0.1348482,0.1372914,34.12322,29.32692,24.51923,17.78846,18.75,24.03846,21.32701,17.78846,14.42308,12.01923,12.5,14.42308,44.07583,40.86538,36.53846,31.73077,29.80769,32.69231,-0.8155884,-0.8103338,-0.8487962,-1.051309,-0.9878509,-1.043689,0.1325625,0.143557,0.1453496,0.1615008,0.1510227,0.1463363,23.00469,21.15385,20.67308,13.46154,15.38461,14.42308,15.02347,13.46154,11.53846,8.173077,8.653846,7.211538,33.80282,32.69231,30.76923,21.63461,23.07692,21.15385,-0.2269665,-0.3360027,-0.5138951,-1.094005,-0.9281119,-0.7836707,0.2315082,0.2001131,0.2068148,0.2126011,0.2212373,0.2209855,38.38863,32.38095,27.61905,12.85714,15.2381,19.04762,25.59242,23.33333,19.52381,8.571428,9.047619,12.38095,52.1327,45.23809,40.47619,20.47619,26.19048,30,-0.2563153,-0.2459904,-0.2700378,-0.4182524,-0.4202817,-0.4674458,0.1084734,0.123784,0.1238848,0.1213212,0.1224904,0.1302225,39.43662,39.40887,37.93103,34.48276,33.99015,32.51231,33.80282,32.51231,30.54187,29.55665,29.55665,28.07882,45.53991,47.78325,45.3202,39.40887,38.91626,36.94581,-0.6132693,-0.7226681,-0.7463036,-0.863071,-0.8917449,-0.8742813,0.170496,0.1801673,0.1772969,0.1726222,0.1768257,0.1819557,31.75356,24.03846,23.07692,18.75,18.26923,17.78846,20.37915,15.38461,13.46154,11.05769,11.05769,10.57692,44.07583,37.5,37.98077,30.76923,29.80769,31.25,-0.4026927,-0.4053305,-0.5003937,-0.7045604,-0.7295633,-0.7263409,0.1765834,0.1803933,0.1746268,0.1784318,0.1747203,0.1755035,36.96682,37.01923,35.09615,25,25,24.03846,26.06635,27.40385,25,13.46154,13.46154,12.5,48.34123,49.51923,47.11538,37.01923,34.61538,35.09615
"Mauritania","MRT",-0.8336353,-0.9275495,-0.9233136,-0.7392347,-0.7513137,-0.8072538,0.1729977,0.1726527,0.1676349,0.1714144,0.1670949,0.1604078,21.80095,16.82692,17.30769,24.51923,23.07692,23.07692,11.84834,9.134615,10.09615,13.46154,13.94231,12.01923,35.07109,29.80769,29.32692,36.53846,38.94231,34.13462,-0.9984549,-0.8603694,-0.8660766,-0.7264318,-0.5992904,-0.6859449,0.1357313,0.1462299,0.1477135,0.1647079,0.1547913,0.1496957,15.96244,19.71154,18.75,25.96154,31.25,26.44231,10.32864,11.53846,11.53846,16.34615,20.19231,16.82692,25.35211,31.25,30.76923,34.13462,40.86538,35.09615,-1.014761,-0.5895084,-0.6378012,-0.7469677,-0.6268587,-0.6677783,0.2423417,0.2072911,0.215962,0.2213775,0.2305025,0.2293836,17.53555,25.71428,23.33333,20.47619,24.76191,22.38095,7.582938,15.2381,14.7619,11.42857,13.80952,12.85714,25.11848,36.66667,35.71429,31.42857,37.14286,35.23809,-0.9594198,-0.8954228,-0.8878896,-0.7752389,-0.8001852,-0.8540774,0.1128964,0.1331352,0.1322119,0.1294045,0.1305307,0.1371416,21.12676,22.16749,23.64532,24.63054,24.13793,24.13793,15.02347,16.74877,19.21182,22.16749,21.67488,18.71921,25.35211,27.58621,27.58621,31.03448,31.03448,30.04926,-0.9986318,-0.991504,-1.026887,-0.7719472,-0.728227,-0.7266325,0.1789158,0.1897836,0.1858526,0.1810597,0.1867144,0.1893241,15.16588,15.86539,13.94231,21.63461,22.59615,22.59615,8.530806,8.173077,7.692307,12.5,13.94231,14.42308,27.96209,25,24.03846,36.05769,36.05769,37.98077,-0.654506,-0.8066694,-0.8694826,-0.7430018,-0.7759946,-0.8108506,0.1799656,0.1857439,0.1795399,0.1851882,0.1827726,0.1831593,27.48815,24.03846,20.67308,24.03846,23.07692,19.71154,18.00948,11.05769,11.05769,12.5,11.53846,11.53846,38.38863,32.69231,30.28846,35.09615,32.21154,32.21154
"Mauritius","MUS",0.2926284,0.3513738,0.2940295,0.2033691,0.2011648,0.2696345,0.1683883,0.1683082,0.1640437,0.1665062,0.1705389,0.1544845,64.92891,65.86539,65.86539,62.98077,62.01923,62.98077,59.24171,58.65385,57.69231,55.28846,54.80769,57.69231,70.61611,71.63461,68.75,67.30769,67.78846,69.23077,0.9500684,0.912838,0.8553141,0.7516719,0.6815405,0.7796614,0.1370161,0.1458261,0.1469302,0.1638725,0.1640148,0.1484559,79.34272,78.84615,77.88461,75.96154,75.96154,76.92308,72.76995,75.48077,72.59615,68.26923,63.94231,71.15385,85.91549,84.13461,82.21154,81.25,80.28846,81.25,0.9448017,0.6679659,0.9986154,1.013187,0.970916,0.872838,0.2423417,0.2072911,0.215962,0.2213775,0.2305025,0.2293836,78.19905,68.09524,84.7619,86.19048,81.42857,79.04762,64.45498,58.09524,66.19048,66.66666,65.71429,62.85714,95.26067,83.80952,96.66666,96.19048,96.19048,92.38095,0.9286816,0.9408962,0.8271061,0.8190387,0.7897446,0.7605995,0.1235544,0.1326821,0.1317893,0.1291911,0.1298995,0.136355,75.11737,74.38424,72.9064,72.9064,73.39902,72.4138,69.95305,70.44335,68.96552,67.48769,66.99507,66.00985,86.38498,86.69951,82.26601,81.28078,79.31035,78.81773,0.8819206,1.043637,1.056994,0.9611623,0.8994455,0.8760849,0.1784049,0.1893557,0.1838187,0.1793076,0.1965767,0.1890158,75.82938,81.73077,81.73077,78.36539,78.36539,77.40385,70.14218,74.03846,74.03846,73.07692,72.11539,73.07692,82.93839,87.5,87.01923,85.57692,85.09615,84.13461,0.9399689,1.12727,1.091458,1.029757,0.9953023,1.027193,0.1799656,0.1857439,0.1795399,0.1851882,0.2032294,0.1831593,79.62085,83.65385,81.73077,82.21154,80.28846,81.73077,73.45972,75.48077,75,75.48077,73.55769,75.48077,86.25592,90.38461,90.38461,87.5,88.46154,87.5
"Malawi","MWI",-0.6073956,-0.7511342,-0.7665762,-0.7566847,-0.6580035,-0.7433892,0.1389183,0.1387886,0.1393172,0.1398237,0.1284503,0.1305735,33.64929,25.96154,23.55769,22.59615,27.88461,25,21.32701,14.90385,13.94231,13.46154,18.26923,15.86539,43.60189,36.05769,33.65385,33.17308,41.82692,34.61538,-0.1622785,-0.2863653,-0.3068863,-0.375331,-0.369574,-0.3802995,0.1323299,0.1436121,0.144893,0.1595218,0.1492712,0.1435289,50.23474,45.19231,45.19231,38.46154,39.90385,39.90385,42.723,33.65385,33.17308,29.80769,30.76923,28.84615,54.92958,55.76923,54.80769,50.48077,50.48077,49.03846,-0.2058098,0.0810932,0.0318961,-0.1134786,-0.251155,-0.3250225,0.2363927,0.2007135,0.2076401,0.2115979,0.2201726,0.2201839,38.86256,50,48.09524,41.90476,37.14286,34.28571,26.06635,36.66667,34.76191,28.09524,25.23809,21.42857,54.02843,59.04762,58.09524,54.28571,50.95238,47.61905,-0.178754,-0.0642981,-0.0040295,-0.0307756,-0.0310912,-0.058092,0.1061063,0.1237025,0.1250028,0.1220294,0.1224988,0.1271977,42.723,46.79803,47.29064,45.81281,44.82759,42.36453,36.15023,38.91626,39.40887,38.91626,38.91626,36.94581,47.41784,49.7537,54.18719,51.72414,52.70936,51.23153,-0.4799153,-0.6281112,-0.6662121,-0.7259985,-0.6595258,-0.7286705,0.175455,0.1863412,0.1809461,0.1774829,0.1835244,0.1874648,37.44076,27.88461,27.88461,23.55769,25,22.11539,24.64455,16.34615,15.86539,13.94231,16.34615,14.42308,47.39336,42.78846,40.86538,36.53846,38.94231,37.98077,-0.6850817,-0.8000299,-0.8180815,-0.8448486,-0.7484592,-0.6708331,0.1716661,0.1761329,0.1695755,0.1714387,0.1676577,0.1684377,26.54029,25,22.59615,19.71154,23.55769,25.48077,17.53555,11.53846,12.5,10.57692,13.46154,14.90385,36.49289,32.21154,31.25,29.32692,32.69231,35.57692
"Malaysia","MYS",0.3501761,0.4111588,0.2350726,0.096051,0.0257437,0.3139765,0.1268895,0.1248965,0.1232259,0.1288993,0.1231044,0.1299314,67.29858,66.82692,63.46154,60.09615,58.17308,63.94231,62.08531,61.53846,58.17308,53.84615,49.51923,59.61538,70.61611,70.67308,67.30769,65.38461,62.5,69.23077,0.4357612,0.5882955,0.5019241,0.4991495,0.4142236,0.6233374,0.1343342,0.1471489,0.143067,0.1575645,0.1589214,0.1454671,63.84977,73.55769,68.75,69.23077,64.42308,74.51923,59.62441,65.86539,63.94231,59.61538,59.61538,64.42308,70.89202,76.92308,75,75.96154,75.48077,77.88461,0.0517916,0.2666191,0.2589576,0.1368246,0.1163521,0.2373901,0.2257874,0.1922474,0.1981644,0.2049565,0.211684,0.211271,47.39336,57.61905,56.66667,49.52381,51.42857,54.28571,36.49289,42.85714,43.33333,38.09524,38.57143,42.38095,60.18958,65.2381,64.28571,61.90476,62.85714,65.71429,-0.3396792,-0.3603031,-0.3914767,-0.4183708,-0.4003639,-0.083688,0.1104707,0.127936,0.1297069,0.1254784,0.1259087,0.1310919,37.0892,35.46798,33.99015,33.99015,34.48276,41.37931,30.51643,30.04926,28.57143,29.55665,30.54187,36.94581,43.19249,42.36453,40.8867,39.40887,40.39409,50.73891,0.9998065,1.115127,0.9489561,0.8657749,0.8278642,1.075348,0.1901324,0.205606,0.1965686,0.1891187,0.2017523,0.2000997,79.14692,82.69231,76.92308,75.96154,75.48077,81.25,70.61611,74.03846,73.07692,72.59615,69.23077,75.48077,87.20379,89.42308,86.53846,84.13461,84.13461,89.42308,0.636703,0.8377209,0.7526733,0.7117952,0.6835025,0.682474,0.1749033,0.186392,0.1737436,0.1785568,0.1907341,0.180271,73.45972,75.96154,74.03846,75.48077,74.51923,74.03846,62.08531,69.23077,68.75,67.78846,65.86539,65.86539,78.19905,84.13461,80.28846,80.76923,80.28846,80.28846
"Namibia","NAM",0.3264904,0.2885298,0.3193384,0.3328255,0.3206743,0.3399599,0.1524906,0.1481571,0.1438764,0.146818,0.1340903,0.1427035,66.35071,64.42308,66.34615,65.86539,64.90385,65.38461,60.18958,57.69231,60.09615,59.61538,59.13462,59.61538,70.61611,69.71154,68.26923,70.19231,69.71154,70.67308,0.2669593,0.1478412,0.1903548,0.3626662,0.2412407,0.2449811,0.1359777,0.1454139,0.1446032,0.1607129,0.1514071,0.1557216,60.09389,62.98077,62.01923,64.42308,60.57692,61.05769,54.46009,53.36538,55.76923,56.73077,52.40385,53.84615,65.25822,67.78846,67.30769,72.59615,68.75,69.71154,0.95881,0.6087406,0.7331128,0.7100897,0.6281999,0.6537775,0.2315082,0.2001131,0.2068148,0.2126011,0.2212373,0.2209855,78.67299,66.66666,69.52381,70.95238,67.14286,68.09524,64.92891,57.61905,59.04762,58.57143,54.76191,56.19048,95.26067,78.09524,89.04762,89.52381,82.85714,85.71429,0.4002932,0.5533006,0.5793682,0.582215,0.5506617,0.4862734,0.1173899,0.1273273,0.1261592,0.1241323,0.1246494,0.1302225,59.62441,66.50246,67.48769,66.99507,66.00985,63.05419,56.33803,58.62069,58.62069,58.12808,57.63547,57.63547,65.7277,70.93596,71.92118,71.42857,71.92118,71.42857,0.1872248,0.113697,0.2481846,0.167302,0.2002399,0.106442,0.1748714,0.1883847,0.1755285,0.1711018,0.1784137,0.1932953,60.66351,58.65385,63.46154,60.57692,61.53846,56.25,49.76303,45.67308,51.92308,49.03846,50,45.67308,67.77251,69.23077,72.59615,68.75,69.23077,68.26923,0.0850998,-0.018652,-0.0897799,-0.1359364,-0.1895842,-0.052499,0.1830557,0.1863263,0.1746268,0.1784318,0.1747203,0.1919297,55.92417,52.88462,50.48077,49.51923,46.63462,51.44231,45.49763,41.34615,39.90385,36.05769,32.21154,37.01923,63.50711,62.5,59.61538,59.13462,57.69231,62.01923
"Niger","NER",-0.6110697,-0.6868545,-0.6542467,-0.6442041,-0.6633669,-0.5798146,0.1573067,0.1528655,0.149381,0.1523387,0.138321,0.1424652,33.17535,28.84615,29.32692,31.73077,26.92308,31.25,21.32701,15.86539,18.26923,16.34615,17.30769,22.59615,45.0237,40.86538,42.30769,41.82692,41.82692,42.78846,-0.6596034,-0.645744,-0.5707142,-0.6610765,-0.6809732,-0.5802284,0.1387716,0.1484597,0.149032,0.1659666,0.1560111,0.1514907,31.92488,30.76923,32.69231,28.84615,27.40385,30.28846,20.18779,18.26923,21.63461,17.30769,16.82692,19.23077,41.31455,39.42308,44.23077,37.5,35.09615,41.34615,-1.321799,-1.17584,-1.066546,-1.103307,-1.265569,-1.260566,0.2382643,0.2055897,0.2105385,0.2161667,0.2245828,0.225094,9.478673,10,13.33333,11.90476,10,11.42857,6.161138,8.095238,9.047619,8.571428,8.095238,7.142857,18.00948,18.57143,21.90476,20,16.19048,16.19048,-0.3062896,-0.195137,-0.204606,-0.4227969,-0.4290886,-0.5845156,0.1173509,0.1273288,0.1264259,0.1244025,0.124987,0.1303428,38.02817,40.8867,39.90148,33.00492,33.49754,31.03448,30.98592,33.99015,32.51231,29.06404,28.57143,25.61576,43.66197,49.7537,47.29064,39.40887,38.91626,33.99015,-0.7209283,-0.696187,-0.6546196,-0.6334934,-0.7042371,-0.7660425,0.1792334,0.1904852,0.1825931,0.1784806,0.1863622,0.1907385,27.01422,24.51923,28.84615,29.80769,23.55769,20.19231,14.69194,15.38461,16.82692,16.82692,15.38461,12.01923,40.28436,40.38462,41.34615,39.42308,36.53846,35.57692,-0.5633752,-0.7179123,-0.7289673,-0.6713569,-0.6793114,-0.6404533,0.1783987,0.1822016,0.1770902,0.1810222,0.1777362,0.1780088,31.27962,26.92308,26.44231,26.44231,26.92308,27.88461,22.27488,14.42308,13.94231,14.42308,14.90385,14.90385,44.54976,35.57692,36.05769,39.42308,37.5,37.98077
